item_name,category,menu_price,ingredient_cost,units_sold,month,year,prep_time_minutes,allergens,dietary_tags,day_of_week_avg,time_of_day_peak,weather_impact,promo_active,supplier,customer_rating,returns_complaints,food_cost_pct,margin,cost_warning,slow_prep_flag,low_rating_flag,complaints_flag
New York Strip Steak,Entree,28.99,11.5,115.00,June,2025,25,None,Gluten-Free,Saturday,Dinner,Positive,No,Premium Meats Inc,4.5,1,40%,17.49,Over 35%,Slow prep,OK,OK
New York Strip Steak,Entree,28.99,11.5,120.00,July,2025,25,None,Gluten-Free,Saturday,Dinner,Positive,Yes,Premium Meats Inc,4.6,0,40%,17.49,Over 35%,Slow prep,OK,OK
New York Strip Steak,Entree,28.99,11.5,118.00,August,2025,25,None,Gluten-Free,Saturday,Dinner,Positive,No,Premium Meats Inc,4.5,1,40%,17.49,Over 35%,Slow prep,OK,OK
New York Strip Steak,Entree,28.99,11.5,108.00,September,2025,25,None,Gluten-Free,Saturday,Dinner,Neutral,No,Premium Meats Inc,4.4,2,40%,17.49,Over 35%,Slow prep,OK,OK
New York Strip Steak,Entree,28.99,11.5,102.00,October,2025,25,None,Gluten-Free,Saturday,Dinner,Neutral,Yes,Premium Meats Inc,4.4,1,40%,17.49,Over 35%,Slow prep,OK,OK
New York Strip Steak,Entree,28.99,11.5,92.00,November,2025,25,None,Gluten-Free,Saturday,Dinner,Negative,No,Premium Meats Inc,4.3,3,40%,17.49,Over 35%,Slow prep,OK,High complaints
New York Strip Steak,Entree,28.99,11.5,112.00,December,2025,25,None,Gluten-Free,Saturday,Dinner,Negative,Yes,Premium Meats Inc,4.4,2,40%,17.49,Over 35%,Slow prep,OK,OK
Spaghetti Carbonara,Entree,16.99,4.5,310.00,January,2025,20,"Gluten,Dairy,Eggs",None,Thursday,Dinner,Neutral,No,Premium Pasta Co,4.5,1,26%,12.49,OK,Slow prep,OK,OK
Spaghetti Carbonara,Entree,16.99,4.5,295.00,February,2025,20,"Gluten,Dairy,Eggs",None,Thursday,Dinner,Negative,No,Premium Pasta Co,4.5,2,26%,12.49,OK,Slow prep,OK,OK
Spaghetti Carbonara,Entree,16.99,4.5,325.00,March,2025,20,"Gluten,Dairy,Eggs",None,Friday,Dinner,Neutral,Yes,Premium Pasta Co,4.6,0,26%,12.49,OK,Slow prep,OK,OK
Spaghetti Carbonara,Entree,16.99,4.5,340.00,April,2025,20,"Gluten,Dairy,Eggs",None,Thursday,Dinner,Positive,No,Premium Pasta Co,4.6,1,26%,12.49,OK,Slow prep,OK,OK
Spaghetti Carbonara,Entree,16.99,4.5,355.00,May,2025,20,"Gluten,Dairy,Eggs",None,Friday,Dinner,Positive,Yes,Premium Pasta Co,4.7,0,26%,12.49,OK,Slow prep,OK,OK
Spaghetti Carbonara,Entree,16.99,4.5,370.00,June,2025,20,"Gluten,Dairy,Eggs",None,Thursday,Dinner,Positive,No,Premium Pasta Co,4.7,1,26%,12.49,OK,Slow prep,OK,OK
Spaghetti Carbonara,Entree,16.99,4.5,385.00,July,2025,20,"Gluten,Dairy,Eggs",None,Friday,Dinner,Positive,Yes,Premium Pasta Co,4.8,0,26%,12.49,OK,Slow prep,OK,OK
Spaghetti Carbonara,Entree,16.99,4.5,375.00,August,2025,20,"Gluten,Dairy,Eggs",None,Friday,Dinner,Positive,No,Premium Pasta Co,4.7,0,26%,12.49,OK,Slow prep,OK,OK
Spaghetti Carbonara,Entree,16.99,4.5,345.00,September,2025,20,"Gluten,Dairy,Eggs",None,Thursday,Dinner,Neutral,No,Premium Pasta Co,4.6,1,26%,12.49,OK,Slow prep,OK,OK
Spaghetti Carbonara,Entree,16.99,4.5,330.00,October,2025,20,"Gluten,Dairy,Eggs",None,Friday,Dinner,Neutral,Yes,Premium Pasta Co,4.6,1,26%,12.49,OK,Slow prep,OK,OK
Spaghetti Carbonara,Entree,16.99,4.5,305.00,November,2025,20,"Gluten,Dairy,Eggs",None,Thursday,Dinner,Negative,No,Premium Pasta Co,4.5,2,26%,12.49,OK,Slow prep,OK,OK
Spaghetti Carbonara,Entree,16.99,4.5,350.00,December,2025,20,"Gluten,Dairy,Eggs",None,Friday,Dinner,Negative,Yes,Premium Pasta Co,4.6,1,26%,12.49,OK,Slow prep,OK,OK
Shrimp Scampi,Entree,19.99,7.8,165.00,January,2025,22,"Shellfish,Gluten,Dairy",None,Friday,Dinner,Neutral,No,Ocean Fresh Seafood,4.2,2,39%,12.19,Over 35%,Slow prep,OK,OK
Shrimp Scampi,Entree,19.99,7.8,155.00,February,2025,22,"Shellfish,Gluten,Dairy",None,Friday,Dinner,Negative,No,Ocean Fresh Seafood,4.2,3,39%,12.19,Over 35%,Slow prep,OK,High complaints
Shrimp Scampi,Entree,19.99,7.8,175.00,March,2025,22,"Shellfish,Gluten,Dairy",None,Saturday,Dinner,Neutral,Yes,Ocean Fresh Seafood,4.3,1,39%,12.19,Over 35%,Slow prep,OK,OK
Shrimp Scampi,Entree,19.99,7.8,185.00,April,2025,22,"Shellfish,Gluten,Dairy",None,Friday,Dinner,Positive,No,Ocean Fresh Seafood,4.3,2,39%,12.19,Over 35%,Slow prep,OK,OK
Shrimp Scampi,Entree,19.99,7.8,195.00,May,2025,22,"Shellfish,Gluten,Dairy",None,Saturday,Dinner,Positive,Yes,Ocean Fresh Seafood,4.4,1,39%,12.19,Over 35%,Slow prep,OK,OK
Shrimp Scampi,Entree,19.99,7.8,210.00,June,2025,22,"Shellfish,Gluten,Dairy",None,Friday,Dinner,Positive,No,Ocean Fresh Seafood,4.4,0,39%,12.19,Over 35%,Slow prep,OK,OK
Shrimp Scampi,Entree,19.99,7.8,225.00,July,2025,22,"Shellfish,Gluten,Dairy",None,Saturday,Dinner,Positive,Yes,Ocean Fresh Seafood,4.5,1,39%,12.19,Over 35%,Slow prep,OK,OK
Shrimp Scampi,Entree,19.99,7.8,215.00,August,2025,22,"Shellfish,Gluten,Dairy",None,Saturday,Dinner,Positive,No,Ocean Fresh Seafood,4.4,1,39%,12.19,Over 35%,Slow prep,OK,OK
Shrimp Scampi,Entree,19.99,7.8,190.00,September,2025,22,"Shellfish,Gluten,Dairy",None,Friday,Dinner,Neutral,No,Ocean Fresh Seafood,4.3,2,39%,12.19,Over 35%,Slow prep,OK,OK
Shrimp Scampi,Entree,19.99,7.8,180.00,October,2025,22,"Shellfish,Gluten,Dairy",None,Saturday,Dinner,Neutral,Yes,Ocean Fresh Seafood,4.3,1,39%,12.19,Over 35%,Slow prep,OK,OK
Shrimp Scampi,Entree,19.99,7.8,160.00,November,2025,22,"Shellfish,Gluten,Dairy",None,Friday,Dinner,Negative,No,Ocean Fresh Seafood,4.2,3,39%,12.19,Over 35%,Slow prep,OK,High complaints
Shrimp Scampi,Entree,19.99,7.8,200.00,December,2025,22,"Shellfish,Gluten,Dairy",None,Saturday,Dinner,Negative,Yes,Ocean Fresh Seafood,4.3,2,39%,12.19,Over 35%,Slow prep,OK,OK
Caesar Salad,Appetizer,8.99,2.1,320.00,January,2025,8,"Dairy,Eggs,Fish",None,Wednesday,Lunch,Neutral,No,Local Farm Co-op,4.4,1,23%,6.89,OK,OK,OK,OK
Caesar Salad,Appetizer,8.99,2.1,305.00,February,2025,8,"Dairy,Eggs,Fish",None,Wednesday,Lunch,Negative,No,Local Farm Co-op,4.4,2,23%,6.89,OK,OK,OK,OK
Caesar Salad,Appetizer,8.99,2.1,335.00,March,2025,8,"Dairy,Eggs,Fish",None,Thursday,Lunch,Neutral,Yes,Local Farm Co-op,4.5,0,23%,6.89,OK,OK,OK,OK
Caesar Salad,Appetizer,8.99,2.1,350.00,April,2025,8,"Dairy,Eggs,Fish",None,Wednesday,Lunch,Positive,No,Local Farm Co-op,4.5,1,23%,6.89,OK,OK,OK,OK
Caesar Salad,Appetizer,8.99,2.1,365.00,May,2025,8,"Dairy,Eggs,Fish",None,Thursday,Lunch,Positive,Yes,Local Farm Co-op,4.6,0,23%,6.89,OK,OK,OK,OK
Caesar Salad,Appetizer,8.99,2.1,380.00,June,2025,8,"Dairy,Eggs,Fish",None,Wednesday,Lunch,Positive,No,Local Farm Co-op,4.6,1,23%,6.89,OK,OK,OK,OK
Caesar Salad,Appetizer,8.99,2.1,395.00,July,2025,8,"Dairy,Eggs,Fish",None,Thursday,Lunch,Positive,Yes,Local Farm Co-op,4.7,0,23%,6.89,OK,OK,OK,OK
Caesar Salad,Appetizer,8.99,2.1,385.00,August,2025,8,"Dairy,Eggs,Fish",None,Thursday,Lunch,Positive,No,Local Farm Co-op,4.6,0,23%,6.89,OK,OK,OK,OK
Caesar Salad,Appetizer,8.99,2.1,355.00,September,2025,8,"Dairy,Eggs,Fish",None,Wednesday,Lunch,Neutral,No,Local Farm Co-op,4.5,1,23%,6.89,OK,OK,OK,OK
Caesar Salad,Appetizer,8.99,2.1,340.00,October,2025,8,"Dairy,Eggs,Fish",None,Thursday,Lunch,Neutral,Yes,Local Farm Co-op,4.5,1,23%,6.89,OK,OK,OK,OK
Caesar Salad,Appetizer,8.99,2.1,315.00,November,2025,8,"Dairy,Eggs,Fish",None,Wednesday,Lunch,Negative,No,Local Farm Co-op,4.4,2,23%,6.89,OK,OK,OK,OK
Caesar Salad,Appetizer,8.99,2.1,360.00,December,2025,8,"Dairy,Eggs,Fish",None,Thursday,Lunch,Negative,Yes,Local Farm Co-op,4.5,1,23%,6.89,OK,OK,OK,OK
Buffalo Wings,Appetizer,10.99,3.8,290.00,January,2025,18,Dairy,None,Saturday,Dinner,Neutral,No,Sysco,4.6,1,35%,7.19,OK,OK,OK,OK
Buffalo Wings,Appetizer,10.99,3.8,275.00,February,2025,18,Dairy,None,Saturday,Dinner,Negative,No,Sysco,4.6,0,35%,7.19,OK,OK,OK,OK
Buffalo Wings,Appetizer,10.99,3.8,305.00,March,2025,18,Dairy,None,Friday,Dinner,Neutral,Yes,Sysco,4.7,1,35%,7.19,OK,OK,OK,OK
Buffalo Wings,Appetizer,10.99,3.8,320.00,April,2025,18,Dairy,None,Saturday,Dinner,Positive,No,Sysco,4.7,0,35%,7.19,OK,OK,OK,OK
Buffalo Wings,Appetizer,10.99,3.8,340.00,May,2025,18,Dairy,None,Saturday,Dinner,Positive,Yes,Sysco,4.8,0,35%,7.19,OK,OK,OK,OK
Buffalo Wings,Appetizer,10.99,3.8,360.00,June,2025,18,Dairy,None,Friday,Dinner,Positive,No,Sysco,4.8,1,35%,7.19,OK,OK,OK,OK
Buffalo Wings,Appetizer,10.99,3.8,380.00,July,2025,18,Dairy,None,Saturday,Dinner,Positive,Yes,Sysco,4.9,0,35%,7.19,OK,OK,OK,OK
Buffalo Wings,Appetizer,10.99,3.8,370.00,August,2025,18,Dairy,None,Saturday,Dinner,Positive,No,Sysco,4.8,0,35%,7.19,OK,OK,OK,OK
Buffalo Wings,Appetizer,10.99,3.8,330.00,September,2025,18,Dairy,None,Friday,Dinner,Neutral,No,Sysco,4.7,1,35%,7.19,OK,OK,OK,OK
Buffalo Wings,Appetizer,10.99,3.8,315.00,October,2025,18,Dairy,None,Saturday,Dinner,Neutral,Yes,Sysco,4.7,0,35%,7.19,OK,OK,OK,OK
Buffalo Wings,Appetizer,10.99,3.8,285.00,November,2025,18,Dairy,None,Friday,Dinner,Negative,No,Sysco,4.6,1,35%,7.19,OK,OK,OK,OK
Buffalo Wings,Appetizer,10.99,3.8,345.00,December,2025,18,Dairy,None,Saturday,Dinner,Negative,Yes,Sysco,4.7,1,35%,7.19,OK,OK,OK,OK
Mozzarella Sticks,Appetizer,7.99,2.4,410.00,January,2025,10,"Dairy,Gluten",Vegetarian,Friday,Dinner,Neutral,No,Sysco,4.3,2,30%,5.59,OK,OK,OK,OK
Mozzarella Sticks,Appetizer,7.99,2.4,390.00,February,2025,10,"Dairy,Gluten",Vegetarian,Friday,Dinner,Negative,No,Sysco,4.3,1,30%,5.59,OK,OK,OK,OK
Mozzarella Sticks,Appetizer,7.99,2.4,425.00,March,2025,10,"Dairy,Gluten",Vegetarian,Saturday,Dinner,Neutral,Yes,Sysco,4.4,2,30%,5.59,OK,OK,OK,OK
Mozzarella Sticks,Appetizer,7.99,2.4,445.00,April,2025,10,"Dairy,Gluten",Vegetarian,Friday,Dinner,Positive,No,Sysco,4.4,1,30%,5.59,OK,OK,OK,OK
Mozzarella Sticks,Appetizer,7.99,2.4,465.00,May,2025,10,"Dairy,Gluten",Vegetarian,Saturday,Dinner,Positive,Yes,Sysco,4.5,0,30%,5.59,OK,OK,OK,OK
Mozzarella Sticks,Appetizer,7.99,2.4,490.00,June,2025,10,"Dairy,Gluten",Vegetarian,Friday,Dinner,Positive,No,Sysco,4.5,1,30%,5.59,OK,OK,OK,OK
Mozzarella Sticks,Appetizer,7.99,2.4,510.00,July,2025,10,"Dairy,Gluten",Vegetarian,Saturday,Dinner,Positive,Yes,Sysco,4.6,0,30%,5.59,OK,OK,OK,OK
Mozzarella Sticks,Appetizer,7.99,2.4,500.00,August,2025,10,"Dairy,Gluten",Vegetarian,Saturday,Dinner,Positive,No,Sysco,4.5,1,30%,5.59,OK,OK,OK,OK
Mozzarella Sticks,Appetizer,7.99,2.4,460.00,September,2025,10,"Dairy,Gluten",Vegetarian,Friday,Dinner,Neutral,No,Sysco,4.4,1,30%,5.59,OK,OK,OK,OK
Mozzarella Sticks,Appetizer,7.99,2.4,440.00,October,2025,10,"Dairy,Gluten",Vegetarian,Saturday,Dinner,Neutral,Yes,Sysco,4.4,2,30%,5.59,OK,OK,OK,OK
Mozzarella Sticks,Appetizer,7.99,2.4,405.00,November,2025,10,"Dairy,Gluten",Vegetarian,Friday,Dinner,Negative,No,Sysco,4.3,2,30%,5.59,OK,OK,OK,OK
Mozzarella Sticks,Appetizer,7.99,2.4,470.00,December,2025,10,"Dairy,Gluten",Vegetarian,Saturday,Dinner,Negative,Yes,Sysco,4.4,1,30%,5.59,OK,OK,OK,OK
Loaded Nachos,Appetizer,9.99,3.2,265.00,January,2025,12,"Dairy,Gluten",None,Friday,Dinner,Neutral,No,Sysco,4.2,2,32%,6.79,OK,OK,OK,OK
Loaded Nachos,Appetizer,9.99,3.2,250.00,February,2025,12,"Dairy,Gluten",None,Friday,Dinner,Negative,No,Sysco,4.2,1,32%,6.79,OK,OK,OK,OK
Loaded Nachos,Appetizer,9.99,3.2,280.00,March,2025,12,"Dairy,Gluten",None,Saturday,Dinner,Neutral,Yes,Sysco,4.3,1,32%,6.79,OK,OK,OK,OK
Loaded Nachos,Appetizer,9.99,3.2,295.00,April,2025,12,"Dairy,Gluten",None,Friday,Dinner,Positive,No,Sysco,4.3,2,32%,6.79,OK,OK,OK,OK
Loaded Nachos,Appetizer,9.99,3.2,310.00,May,2025,12,"Dairy,Gluten",None,Saturday,Dinner,Positive,Yes,Sysco,4.4,0,32%,6.79,OK,OK,OK,OK
Loaded Nachos,Appetizer,9.99,3.2,330.00,June,2025,12,"Dairy,Gluten",None,Friday,Dinner,Positive,No,Sysco,4.4,1,32%,6.79,OK,OK,OK,OK
Loaded Nachos,Appetizer,9.99,3.2,345.00,July,2025,12,"Dairy,Gluten",None,Saturday,Dinner,Positive,Yes,Sysco,4.5,0,32%,6.79,OK,OK,OK,OK
Loaded Nachos,Appetizer,9.99,3.2,335.00,August,2025,12,"Dairy,Gluten",None,Saturday,Dinner,Positive,No,Sysco,4.4,1,32%,6.79,OK,OK,OK,OK
Loaded Nachos,Appetizer,9.99,3.2,305.00,September,2025,12,"Dairy,Gluten",None,Friday,Dinner,Neutral,No,Sysco,4.3,1,32%,6.79,OK,OK,OK,OK
Loaded Nachos,Appetizer,9.99,3.2,290.00,October,2025,12,"Dairy,Gluten",None,Saturday,Dinner,Neutral,Yes,Sysco,4.3,1,32%,6.79,OK,OK,OK,OK
Loaded Nachos,Appetizer,9.99,3.2,260.00,November,2025,12,"Dairy,Gluten",None,Friday,Dinner,Negative,No,Sysco,4.2,2,32%,6.79,OK,OK,OK,OK
Loaded Nachos,Appetizer,9.99,3.2,315.00,December,2025,12,"Dairy,Gluten",None,Saturday,Dinner,Negative,Yes,Sysco,4.3,1,32%,6.79,OK,OK,OK,OK
Spinach Artichoke Dip,Appetizer,8.49,2.8,195.00,January,2025,15,Dairy,Vegetarian,Thursday,Dinner,Neutral,No,Local Farm Co-op,4.1,2,33%,5.69,OK,OK,OK,OK
Spinach Artichoke Dip,Appetizer,8.49,2.8,185.00,February,2025,15,Dairy,Vegetarian,Thursday,Dinner,Negative,No,Local Farm Co-op,4.1,1,33%,5.69,OK,OK,OK,OK
Spinach Artichoke Dip,Appetizer,8.49,2.8,205.00,March,2025,15,Dairy,Vegetarian,Friday,Dinner,Neutral,Yes,Local Farm Co-op,4.2,2,33%,5.69,OK,OK,OK,OK
Spinach Artichoke Dip,Appetizer,8.49,2.8,215.00,April,2025,15,Dairy,Vegetarian,Thursday,Dinner,Positive,No,Local Farm Co-op,4.2,1,33%,5.69,OK,OK,OK,OK
Spinach Artichoke Dip,Appetizer,8.49,2.8,225.00,May,2025,15,Dairy,Vegetarian,Friday,Dinner,Positive,Yes,Local Farm Co-op,4.3,0,33%,5.69,OK,OK,OK,OK
Spinach Artichoke Dip,Appetizer,8.49,2.8,240.00,June,2025,15,Dairy,Vegetarian,Thursday,Dinner,Positive,No,Local Farm Co-op,4.3,1,33%,5.69,OK,OK,OK,OK
Spinach Artichoke Dip,Appetizer,8.49,2.8,255.00,July,2025,15,Dairy,Vegetarian,Friday,Dinner,Positive,Yes,Local Farm Co-op,4.4,0,33%,5.69,OK,OK,OK,OK
Spinach Artichoke Dip,Appetizer,8.49,2.8,245.00,August,2025,15,Dairy,Vegetarian,Friday,Dinner,Positive,No,Local Farm Co-op,4.3,1,33%,5.69,OK,OK,OK,OK
Spinach Artichoke Dip,Appetizer,8.49,2.8,220.00,September,2025,15,Dairy,Vegetarian,Thursday,Dinner,Neutral,No,Local Farm Co-op,4.2,1,33%,5.69,OK,OK,OK,OK
Spinach Artichoke Dip,Appetizer,8.49,2.8,210.00,October,2025,15,Dairy,Vegetarian,Friday,Dinner,Neutral,Yes,Local Farm Co-op,4.2,2,33%,5.69,OK,OK,OK,OK
Spinach Artichoke Dip,Appetizer,8.49,2.8,190.00,November,2025,15,Dairy,Vegetarian,Thursday,Dinner,Negative,No,Local Farm Co-op,4.1,2,33%,5.69,OK,OK,OK,OK
Spinach Artichoke Dip,Appetizer,8.49,2.8,230.00,December,2025,15,Dairy,Vegetarian,Friday,Dinner,Negative,Yes,Local Farm Co-op,4.2,1,33%,5.69,OK,OK,OK,OK
Calamari,Appetizer,11.99,4.5,140.00,January,2025,15,"Shellfish,Gluten,Eggs",None,Friday,Dinner,Neutral,No,Ocean Fresh Seafood,3.9,4,38%,7.49,Over 35%,OK,Low rating,High complaints
Calamari,Appetizer,11.99,4.5,130.00,February,2025,15,"Shellfish,Gluten,Eggs",None,Friday,Dinner,Negative,No,Ocean Fresh Seafood,3.9,3,38%,7.49,Over 35%,OK,Low rating,High complaints
Calamari,Appetizer,11.99,4.5,150.00,March,2025,15,"Shellfish,Gluten,Eggs",None,Saturday,Dinner,Neutral,Yes,Ocean Fresh Seafood,4,2,38%,7.49,Over 35%,OK,OK,OK
Calamari,Appetizer,11.99,4.5,160.00,April,2025,15,"Shellfish,Gluten,Eggs",None,Friday,Dinner,Positive,No,Ocean Fresh Seafood,4,3,38%,7.49,Over 35%,OK,OK,High complaints
Calamari,Appetizer,11.99,4.5,170.00,May,2025,15,"Shellfish,Gluten,Eggs",None,Saturday,Dinner,Positive,Yes,Ocean Fresh Seafood,4.1,1,38%,7.49,Over 35%,OK,OK,OK
Calamari,Appetizer,11.99,4.5,180.00,June,2025,15,"Shellfish,Gluten,Eggs",None,Friday,Dinner,Positive,No,Ocean Fresh Seafood,4.1,2,38%,7.49,Over 35%,OK,OK,OK
Calamari,Appetizer,11.99,4.5,190.00,July,2025,15,"Shellfish,Gluten,Eggs",None,Saturday,Dinner,Positive,Yes,Ocean Fresh Seafood,4.2,1,38%,7.49,Over 35%,OK,OK,OK
Calamari,Appetizer,11.99,4.5,185.00,August,2025,15,"Shellfish,Gluten,Eggs",None,Saturday,Dinner,Positive,No,Ocean Fresh Seafood,4.1,2,38%,7.49,Over 35%,OK,OK,OK
Calamari,Appetizer,11.99,4.5,165.00,September,2025,15,"Shellfish,Gluten,Eggs",None,Friday,Dinner,Neutral,No,Ocean Fresh Seafood,4,3,38%,7.49,Over 35%,OK,OK,High complaints
Calamari,Appetizer,11.99,4.5,155.00,October,2025,15,"Shellfish,Gluten,Eggs",None,Saturday,Dinner,Neutral,Yes,Ocean Fresh Seafood,4,2,38%,7.49,Over 35%,OK,OK,OK
Calamari,Appetizer,11.99,4.5,135.00,November,2025,15,"Shellfish,Gluten,Eggs",None,Friday,Dinner,Negative,No,Ocean Fresh Seafood,3.9,4,38%,7.49,Over 35%,OK,Low rating,High complaints
Calamari,Appetizer,11.99,4.5,175.00,December,2025,15,"Shellfish,Gluten,Eggs",None,Saturday,Dinner,Negative,Yes,Ocean Fresh Seafood,4,3,38%,7.49,Over 35%,OK,OK,High complaints
French Fries,Side,4.99,1.2,580.00,January,2025,10,None,"Vegan,Gluten-Free",Friday,Lunch,Neutral,No,Sysco,4.5,1,24%,3.79,OK,OK,OK,OK
French Fries,Side,4.99,1.2,560.00,February,2025,10,None,"Vegan,Gluten-Free",Friday,Lunch,Negative,No,Sysco,4.5,0,24%,3.79,OK,OK,OK,OK
French Fries,Side,4.99,1.2,600.00,March,2025,10,None,"Vegan,Gluten-Free",Saturday,Lunch,Neutral,Yes,Sysco,4.6,1,24%,3.79,OK,OK,OK,OK
French Fries,Side,4.99,1.2,620.00,April,2025,10,None,"Vegan,Gluten-Free",Friday,Lunch,Positive,No,Sysco,4.6,0,24%,3.79,OK,OK,OK,OK
French Fries,Side,4.99,1.2,650.00,May,2025,10,None,"Vegan,Gluten-Free",Saturday,Lunch,Positive,Yes,Sysco,4.7,0,24%,3.79,OK,OK,OK,OK
French Fries,Side,4.99,1.2,680.00,June,2025,10,None,"Vegan,Gluten-Free",Friday,Lunch,Positive,No,Sysco,4.7,1,24%,3.79,OK,OK,OK,OK
French Fries,Side,4.99,1.2,710.00,July,2025,10,None,"Vegan,Gluten-Free",Saturday,Lunch,Positive,Yes,Sysco,4.8,0,24%,3.79,OK,OK,OK,OK
French Fries,Side,4.99,1.2,695.00,August,2025,10,None,"Vegan,Gluten-Free",Saturday,Lunch,Positive,No,Sysco,4.7,0,24%,3.79,OK,OK,OK,OK
French Fries,Side,4.99,1.2,640.00,September,2025,10,None,"Vegan,Gluten-Free",Friday,Lunch,Neutral,No,Sysco,4.6,1,24%,3.79,OK,OK,OK,OK
French Fries,Side,4.99,1.2,615.00,October,2025,10,None,"Vegan,Gluten-Free",Saturday,Lunch,Neutral,Yes,Sysco,4.6,0,24%,3.79,OK,OK,OK,OK
French Fries,Side,4.99,1.2,575.00,November,2025,10,None,"Vegan,Gluten-Free",Friday,Lunch,Negative,No,Sysco,4.5,1,24%,3.79,OK,OK,OK,OK
French Fries,Side,4.99,1.2,655.00,December,2025,10,None,"Vegan,Gluten-Free",Saturday,Lunch,Negative,Yes,Sysco,4.6,1,24%,3.79,OK,OK,OK,OK
Truffle Fries,Side,6.99,1.9,410.00,January,2025,10,Dairy,"Vegetarian,Gluten-Free",Saturday,Dinner,Neutral,No,Gourmet Foods Ltd,4.7,0,27%,5.09,OK,OK,OK,OK
Truffle Fries,Side,6.99,1.9,390.00,February,2025,10,Dairy,"Vegetarian,Gluten-Free",Saturday,Dinner,Negative,No,Gourmet Foods Ltd,4.7,1,27%,5.09,OK,OK,OK,OK
Truffle Fries,Side,6.99,1.9,425.00,March,2025,10,Dairy,"Vegetarian,Gluten-Free",Friday,Dinner,Neutral,Yes,Gourmet Foods Ltd,4.8,0,27%,5.09,OK,OK,OK,OK
Truffle Fries,Side,6.99,1.9,445.00,April,2025,10,Dairy,"Vegetarian,Gluten-Free",Saturday,Dinner,Positive,No,Gourmet Foods Ltd,4.8,0,27%,5.09,OK,OK,OK,OK
Truffle Fries,Side,6.99,1.9,465.00,May,2025,10,Dairy,"Vegetarian,Gluten-Free",Saturday,Dinner,Positive,Yes,Gourmet Foods Ltd,4.9,0,27%,5.09,OK,OK,OK,OK
Truffle Fries,Side,6.99,1.9,490.00,June,2025,10,Dairy,"Vegetarian,Gluten-Free",Friday,Dinner,Positive,No,Gourmet Foods Ltd,4.9,0,27%,5.09,OK,OK,OK,OK
Truffle Fries,Side,6.99,1.9,510.00,July,2025,10,Dairy,"Vegetarian,Gluten-Free",Saturday,Dinner,Positive,Yes,Gourmet Foods Ltd,5,0,27%,5.09,OK,OK,OK,OK
Truffle Fries,Side,6.99,1.9,500.00,August,2025,10,Dairy,"Vegetarian,Gluten-Free",Saturday,Dinner,Positive,No,Gourmet Foods Ltd,4.9,0,27%,5.09,OK,OK,OK,OK
Truffle Fries,Side,6.99,1.9,460.00,September,2025,10,Dairy,"Vegetarian,Gluten-Free",Friday,Dinner,Neutral,No,Gourmet Foods Ltd,4.8,0,27%,5.09,OK,OK,OK,OK
Truffle Fries,Side,6.99,1.9,440.00,October,2025,10,Dairy,"Vegetarian,Gluten-Free",Saturday,Dinner,Neutral,Yes,Gourmet Foods Ltd,4.8,1,27%,5.09,OK,OK,OK,OK
Truffle Fries,Side,6.99,1.9,405.00,November,2025,10,Dairy,"Vegetarian,Gluten-Free",Friday,Dinner,Negative,No,Gourmet Foods Ltd,4.7,0,27%,5.09,OK,OK,OK,OK
Truffle Fries,Side,6.99,1.9,475.00,December,2025,10,Dairy,"Vegetarian,Gluten-Free",Saturday,Dinner,Negative,Yes,Gourmet Foods Ltd,4.8,0,27%,5.09,OK,OK,OK,OK
Onion Rings,Side,5.99,1.6,350.00,January,2025,12,"Gluten,Eggs",Vegetarian,Friday,Dinner,Neutral,No,Sysco,4.4,1,27%,4.39,OK,OK,OK,OK
Onion Rings,Side,5.99,1.6,335.00,February,2025,12,"Gluten,Eggs",Vegetarian,Friday,Dinner,Negative,No,Sysco,4.4,0,27%,4.39,OK,OK,OK,OK
Onion Rings,Side,5.99,1.6,365.00,March,2025,12,"Gluten,Eggs",Vegetarian,Saturday,Dinner,Neutral,Yes,Sysco,4.5,1,27%,4.39,OK,OK,OK,OK
Onion Rings,Side,5.99,1.6,380.00,April,2025,12,"Gluten,Eggs",Vegetarian,Friday,Dinner,Positive,No,Sysco,4.5,0,27%,4.39,OK,OK,OK,OK
Onion Rings,Side,5.99,1.6,400.00,May,2025,12,"Gluten,Eggs",Vegetarian,Saturday,Dinner,Positive,Yes,Sysco,4.6,0,27%,4.39,OK,OK,OK,OK
Onion Rings,Side,5.99,1.6,420.00,June,2025,12,"Gluten,Eggs",Vegetarian,Friday,Dinner,Positive,No,Sysco,4.6,1,27%,4.39,OK,OK,OK,OK
Onion Rings,Side,5.99,1.6,440.00,July,2025,12,"Gluten,Eggs",Vegetarian,Saturday,Dinner,Positive,Yes,Sysco,4.7,0,27%,4.39,OK,OK,OK,OK
Onion Rings,Side,5.99,1.6,430.00,August,2025,12,"Gluten,Eggs",Vegetarian,Saturday,Dinner,Positive,No,Sysco,4.6,0,27%,4.39,OK,OK,OK,OK
Onion Rings,Side,5.99,1.6,395.00,September,2025,12,"Gluten,Eggs",Vegetarian,Friday,Dinner,Neutral,No,Sysco,4.5,1,27%,4.39,OK,OK,OK,OK
Onion Rings,Side,5.99,1.6,375.00,October,2025,12,"Gluten,Eggs",Vegetarian,Saturday,Dinner,Neutral,Yes,Sysco,4.5,1,27%,4.39,OK,OK,OK,OK
Onion Rings,Side,5.99,1.6,345.00,November,2025,12,"Gluten,Eggs",Vegetarian,Friday,Dinner,Negative,No,Sysco,4.4,1,27%,4.39,OK,OK,OK,OK
